"name","medal_type","gender","country","event","isteam","url_event"
"HAYDOCK-WILSON Alex","Bronze Medal","Male","Great Britain","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"HARRIES Toby","Bronze Medal","Male","Great Britain","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"DOBSON Charles","Bronze Medal","Male","Great Britain","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"DAVEY Lewis","Bronze Medal","Male","Great Britain","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"WILSON Quincy","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"BAILEY Christopher","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"BENJAMIN Rai","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"DEADMON Bryce","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"HALL Quincy","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"LINDSEY Courtney","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"NORMAN Michael","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"NORWOOD Vernon","Gold Medal","Male","United States","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"EPPIE Lee Bhekempilo","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"TEBOGO Letsile","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"SCOTCH Leungo","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"PESELA Anthony","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"NDORI Bayapo","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"KEBINATSHIPI Busang Collen","Silver Medal","Male","Botswana","Men's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/men-s-4-x-400m-relay/fnl-000100--"
"DOMINGUEZ Diego","Bronze Medal","Male","Spain","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"MORENO Joan Antoni","Bronze Medal","Male","Spain","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"LIU Hao","Gold Medal","Male","China","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"JI Bowen","Gold Medal","Male","China","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"CASADEI Gabriele","Silver Medal","Male","Italy","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"TACCHINI Carlo","Silver Medal","Male","Italy","Men's Canoe Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-canoe-double-500m/fnl---------"
"DOYLE Phili","Bronze Medal","Male","Ireland","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"LYNCH Daire","Bronze Medal","Male","Ireland","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"CORNEA Andrei Sebastian","Gold Medal","Male","Romania","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"ENACHE Marian Florian","Gold Medal","Male","Romania","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"BROENINK Stef","Silver Medal","Male","Netherlands","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"TWELLAAR Melvin","Silver Medal","Male","Netherlands","Men's Double Sculls",True,"/en/paris-2024/results/rowing/men-s-double-sculls/fnl---------"
"CHIA Aaron","Bronze Medal","Male","Malaysia","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--"
"PAUL Tommy","Bronze Medal","Male","United States","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--"
"FRITZ Taylor","Bronze Medal","Male","United States","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--"
"SOH Wooi Yik","Bronze Medal","Male","Malaysia","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--"
"EBDEN Matthew","Gold Medal","Male","Australia","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--"
"PEERS John","Gold Medal","Male","Australia","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--"
"LEE Yang","Gold Medal","Male","Chinese Taipei","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--"
"WANG Chi-Lin","Gold Medal","Male","Chinese Taipei","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--"
"RAM Rajeev","Silver Medal","Male","United States","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--"
"LIANG Wei Keng","Silver Medal","Male","China","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--"
"KRAJICEK Austin","Silver Medal","Male","United States","Men's Doubles",True,"/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--"
"WANG Chang","Silver Medal","Male","China","Men's Doubles",True,"/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--"
"RUSHER Nick","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"HOLLINGSWORTH Henry","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"OLSON Evan","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"CHATAIN Peter","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"MILNE Rielly","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"QUINTON Pieter","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"CARLSON Chris","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"DEAN Clark","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"TABASH Christian","Bronze Medal","Male","United States","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"CARNEGIE Sholto","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"BRIGHTMORE Harry","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"FORD Tom","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"RUDKIN James","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"DIGBY Tom","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"ELWES Charles","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"DAWSON Jacob","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"BOLDING Morgan","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"GIBBS Rory","Gold Medal","Male","Great Britain","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"RIENKS Ralf","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"MOLENAAR Olav","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"FETTER Dieuwke","Silver Medal","Female","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"van der BIJ Jan","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"de GRAAF Sander","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"KNAB Ruben","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"van DOORN Gert-Jan","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"van de KERKHOF Jacob","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"MAKKER Mick","Silver Medal","Male","Netherlands","Men's Eight",True,"/en/paris-2024/results/rowing/men-s-eight/fnl---------"
"CHASTANET Maximilien","Bronze Medal","Male","France","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--"
"PAUTY Maxime","Bronze Medal","Male","France","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--"
"MERTINE Julien","Bronze Medal","Male","France","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--"
"LEFORT Enzo","Bronze Medal","Male","France","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--"
"IIMURA Kazuki","Gold Medal","Male","Japan","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"MATSUYAMA Kyosuke","Gold Medal","Male","Japan","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"SHIKINE Takahiro","Gold Medal","Male","Japan","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"NAGANO Yudai","Gold Medal","Male","Japan","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"BIANCHI Guillaume","Silver Medal","Male","Italy","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"MACCHI Filippo","Silver Medal","Male","Italy","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"MARINI Tommaso","Silver Medal","Male","Italy","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"FOCONI Alessio","Silver Medal","Male","Italy","Men's Foil Team",True,"/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--"
"ALDRIDGE Matt","Bronze Medal","Male","Great Britain","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"AMBLER David","Bronze Medal","Male","Great Britain","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"WILKES Oliver","Bronze Medal","Male","Great Britain","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"DAVIDSON Freddie","Bronze Medal","Male","Great Britain","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"CORRIGAN Liam","Gold Medal","Male","United States","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"BEST Justin","Gold Medal","Male","United States","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"GRADY Michael","Gold Medal","Male","United States","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"MEAD Nick","Gold Medal","Male","United States","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"ULLRICH Logan","Silver Medal","Male","New Zealand","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"MACDONALD Matt","Silver Medal","Male","New Zealand","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"MACLEAN Ollie","Silver Medal","Male","New Zealand","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"MURRAY Tom","Silver Medal","Male","New Zealand","Men's Four",True,"/en/paris-2024/results/rowing/men-s-four/fnl---------"
"van der WESTHUYZEN Jean","Bronze Medal","Male","Australia","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"GREEN Tom","Bronze Medal","Male","Australia","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"SCHOPF Jacob","Gold Medal","Male","Germany","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"LEMKE Max","Gold Medal","Male","Germany","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"TOTKA Sandor","Silver Medal","Male","Hungary","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"NADAS Bence","Silver Medal","Male","Hungary","Men's Kayak Double 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-double-500m/fnl---------"
"CRAVIOTTO Saul","Bronze Medal","Male","Spain","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"COOPER Marcus","Bronze Medal","Male","Spain","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"GERMADE Rodrigo","Bronze Medal","Male","Spain","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"AREVALO Carlos","Bronze Medal","Male","Spain","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"LIEBSCHER-LUCZ Tom","Gold Medal","Male","Germany","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"LEMKE Max","Gold Medal","Male","Germany","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"SCHOPF Jacob","Gold Medal","Male","Germany","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"RENDSCHMIDT Max","Gold Medal","Male","Germany","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"FITZSIMMONS Riley","Silver Medal","Male","Australia","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"van der WESTHUYZEN Pierre","Silver Medal","Male","Australia","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"COLLINS Jackson","Silver Medal","Male","Australia","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"HAVARD Noah","Silver Medal","Male","Australia","Men's Kayak Four 500m",True,"/en/paris-2024/results/canoe-sprint/men-s-kayak-four-500m/fnl---------"
"MOERKOEV Michael","Bronze Medal","Male","Denmark","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"LARSEN Niklas","Bronze Medal","Male","Denmark","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"OLIVEIRA Rui","Gold Medal","Male","Portugal","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"LEITAO Iuri","Gold Medal","Male","Portugal","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"VIVIANI Elia","Silver Medal","Male","Italy","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"CONSONNI Simone","Silver Medal","Male","Italy","Men's Madison",True,"/en/paris-2024/results/cycling-track/men-s-madison/fnl-000100--"
"GULICH Andrin","Bronze Medal","Male","Switzerland","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"ROEOESLI Roman","Bronze Medal","Male","Switzerland","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"SINKOVIC Martin","Gold Medal","Male","Croatia","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"SINKOVIC Valent","Gold Medal","Male","Croatia","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"GEORGE Tom","Silver Medal","Male","Great Britain","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"WYNNE-GRIFFITH Oliver","Silver Medal","Male","Great Britain","Men's Pair",True,"/en/paris-2024/results/rowing/men-s-pair/fnl---------"
"CZAJA Dominik","Bronze Medal","Male","Poland","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"BARANSKI Fabian","Bronze Medal","Male","Poland","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"ZIETARSKI Miroslaw","Bronze Medal","Male","Poland","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"BISKUP Mateusz","Bronze Medal","Male","Poland","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"van LIEROP Lennart","Gold Medal","Male","Netherlands","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"WIETEN Tone","Gold Medal","Male","Netherlands","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"FLORIJN Finn","Gold Medal","Male","Netherlands","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"METSEMAKERS Koen","Gold Medal","Male","Netherlands","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"CHIUMENTO Luca","Silver Medal","Male","Italy","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"PANIZZA Andrea","Silver Medal","Male","Italy","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"GENTILI Giacomo","Silver Medal","Male","Italy","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"RAMBALDI Luca","Silver Medal","Male","Italy","Men's Quadruple Sculls",True,"/en/paris-2024/results/rowing/men-s-quadruple-sculls/fnl---------"
"PIANFETTI Maxime","Bronze Medal","Male","France","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--"
"APITHY Bolade","Bronze Medal","Male","France","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--"
"PATRICE Jean-Philippe","Bronze Medal","Male","France","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--"
"PATRICE Sebastien","Bronze Medal","Male","France","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000200--"
"PARK Sangwon","Gold Medal","Male","Korea","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"DO Gyeongdong","Gold Medal","Male","Korea","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"GU Bongil","Gold Medal","Male","Korea","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"OH Sanguk","Gold Medal","Male","Korea","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"RABB Krisztian","Silver Medal","Male","Hungary","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"SZILAGYI Aron","Silver Medal","Male","Hungary","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"GEMESI Csanad","Silver Medal","Male","Hungary","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"SZATMARI Andras","Silver Medal","Male","Hungary","Men's Sabre Team",True,"/en/paris-2024/results/fencing/men-s-sabre-team/fnl-000100--"
"BARROWS Ian","Bronze Medal","Male","United States","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"HENKEN Hans","Bronze Medal","Male","United States","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"TRITTEL PAUL Florian","Gold Medal","Male","Spain","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"BOTIN le CHEVER Diego","Gold Medal","Male","Spain","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"McKENZIE William","Silver Medal","Male","New Zealand","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"McHARDIE Isaac","Silver Medal","Male","New Zealand","Men's Skiff",True,"/en/paris-2024/results/sailing/men-s-skiff/fnl-000100--"
"WIENS Rylan","Bronze Medal","Male","Canada","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"ZSOMBOR-MURRAY Nathan","Bronze Medal","Male","Canada","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"LIAN Junjie","Gold Medal","Male","China","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"YANG Hao","Gold Medal","Male","China","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"WILLIAMS Noah","Silver Medal","Male","Great Britain","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"DALEY Thomas","Silver Medal","Male","Great Britain","Men's Synchronised 10m Platform",True,"/en/paris-2024/results/diving/men-s-synchronised-10m-platform/fnl-000100--"
"HARDING Anthony","Bronze Medal","Male","Great Britain","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"LAUGHER Jack","Bronze Medal","Male","Great Britain","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"LONG Daoyi","Gold Medal","Male","China","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"WANG Zongyuan","Gold Medal","Male","China","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"CELAYA HERNANDEZ Juan Manuel","Silver Medal","Male","Mexico","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"OLVERA IBARRA Osmar","Silver Medal","Male","Mexico","Men's Synchronised 3m Springboard",True,"/en/paris-2024/results/diving/men-s-synchronised-3m-springboard/fnl-000100--"
"YILDIRMIS Abdullah","Bronze Medal","Male","Türkiye","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000200--"
"TUMER Berkim","Bronze Medal","Male","Türkiye","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000200--"
"GAZOZ Mete","Bronze Medal","Male","Türkiye","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000200--"
"GAUZY Simon","Bronze Medal","Male","France","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000"
"LEBRUN Alexis","Bronze Medal","Male","France","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000"
"LEBRUN Felix","Bronze Medal","Male","France","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00020000"
"RICHARD Frederick","Bronze Medal","Male","United States","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"NEDOROSCIK Stephen","Bronze Medal","Male","United States","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"MALONE Brody","Bronze Medal","Male","United States","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"JUDA Paul","Bronze Medal","Male","United States","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"HONG Asher","Bronze Medal","Male","United States","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"TANIGAWA Wataru","Gold Medal","Male","Japan","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"KIM Je Deok","Gold Medal","Male","Korea","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"KIM Woojin","Gold Medal","Male","Korea","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"LEE Wooseok","Gold Medal","Male","Korea","Men's Team",True,"/en/paris-2024/results/archery/men-s-team/fnl-000100--"
"HASHIMOTO Daiki","Gold Medal","Male","Japan","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"KAYA Kazuma","Gold Medal","Male","Japan","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"OKA Shinnosuke","Gold Medal","Male","Japan","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"SUGINO Takaaki","Gold Medal","Male","Japan","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"FAN Zhendong","Gold Medal","Male","China","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"MA Long","Gold Medal","Male","China","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"WANG Chuqin","Gold Medal","Male","China","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"LIU Yang","Silver Medal","Male","China","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"ZOU Jingyuan","Silver Medal","Male","China","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
"MOREGARD Truls","Silver Medal","Male","Sweden","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"KARLSSON Kristian","Silver Medal","Male","Sweden","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"KALLBERG Anton","Silver Medal","Male","Sweden","Men's Team",True,"/en/paris-2024/results/table-tennis/men-s-team/fnl-00010000"
"ZHANG Boheng","Silver Medal","Male","China","Men's Team",True,"/en/paris-2024/results/artistic-gymnastics/men-s-team/fnl-000001--"
