"name","medal_type","gender","country","event","isteam","url_event"
"NEITA Daryll","Silver Medal","Female","Great Britain","Women's 4 x 100m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--"
"LANSIQUOT Imani","Silver Medal","Female","Great Britain","Women's 4 x 100m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--"
"HUNT Amy","Silver Medal","Female","Great Britain","Women's 4 x 100m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--"
"HENRY Desiree","Silver Medal","Female","Great Britain","Women's 4 x 100m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--"
"ASHER-SMITH Dina","Silver Medal","Female","Great Britain","Women's 4 x 100m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-100m-relay/fnl-000100--"
"LI Bingjie","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"YANG Junxuan","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"TANG Muhan","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"KONG Yaqi","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"GE Chutong","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"LIU Yaxin","Bronze Medal","Female","China","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"PALLISTER Lani","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"PERKINS Jamie","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"THROSSELL Brianna","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"JACK Shayna","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"O'CALLAGHAN Mollie","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"TITMUS Ariarne","Gold Medal","Female","Australia","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"WEINSTEIN Claire","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"MADDEN Paige","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"PEPLOWSKI Anna","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"GEMMELL Erin","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"MANUEL Simone","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"SHACKELL Alex","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"LEDECKY Katie","Silver Medal","Female","United States","Women's 4 x 200m Freestyle Relay",True,"/en/paris-2024/results/swimming/women-s-4-x-200m-freestyle-relay/fnl-000100--"
"JOHN Yemi Mary","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"ANNING Amber","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"KELLY Hannah","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"NIELSEN Laviai","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"NIELSEN Lina","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"OHURUOGU Victoria","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"WILLIAMS Jodie","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"YEARGIN Nicole","Bronze Medal","Female","Great Britain","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"HAYES Quanera","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"BUTLER Aaliyah","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"BROWN Kaylyn","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"THOMAS Gabrielle","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"McLAUGHLIN-LEVRONE Sydney","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"LITTLE Shamier","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"HOLMES Alexis","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"ELLIS Kendall","Gold Medal","Female","United States","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
"SAALBERG Eveline","Silver Medal","Female","Netherlands","Women's 4 x 400m Relay",True,"/en/paris-2024/results/athletics/women-s-4-x-400m-relay/fnl-000100--"
